M003        , 30Ewee Guwee                     , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00301      , 11Rewerwerd cweredor             , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00302      , 12Stwer lrwe berweary            , B    , 1.5  , 2.0  , 2.0 , 7.5 , 3.2 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00303      , 13Filing posdfion                , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00304      , 13Max tghjk oghrrun              , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
M004        , 40Vegjhle fgjction               , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00401      , 11Yghj                           , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00402      , 12Lateghj aghjleration           , B    , 1.5  , 2.0  , 2.0 , 7.5 , 4.2 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00403      , 13Jegh                           , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00404      , 54Longhgjdinal achgjeration      , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
M005        , 50ghjver inhjraction             , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00501      , 11Midghj-rhgje shgjring fhgj     , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00502      , 12Wghh ahj ajhinst               , B    , 1.5  , 2.0  , 2.0 , 7.5 , 5.2 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00503      , 13Engahgjent shgjngth            , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00504      , 14Haghjny Stghjhng Cghjghjion    , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
M006        , 60Avghjhgjlity                   , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00601      , 11Syhgjghjighjs                  , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00602      , 12Sejhling tghj                  , B    , 1.5  , 2.0  , 2.0 , 7.5 , 6.2 , 7.2 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00603      , 13Laghjdetghjhgj ghjhgty         , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00604      , 14Enghjonmental coghjtions       , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
M007        , 70Fehgjng ohjSjhurity            , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00701      , 11Appghjch lghj bohgjary.        , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00702      , 12Reghjhjlity (drohgjhg ohj)     , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.2 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00703      , 13Prghjhgability                 , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00704      , 14Hhgjghjr bghjvior              , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
M008        , 80Deghgj of Rhjief               , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00801      , 11Stejhing efghjt                , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00802      , 12Coghjjgion eghjrt              , B    , 1.5  , 2.0  , 2.0 , 7.5 , 8.2 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00803      , 13Rhgjgjhlity                    , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
S00804      , 14Hanghjhg bgjhghor              , B    , 1.5  , 2.0  , 2.0 , 7.5 , 7.0 , 2.5 , 7.0 , 7.5 , 2.5 , 7.0 , 2.5 , 7.0 , 7.5 , 7.0 , 7.0 , 2.5 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
